,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
1281289,SEA,OAK,"Seattle, WA","Oakland, CA",7054,9316,68,671,2006-05-01,6519890,4162783,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1281407,SEA,OAK,"Seattle, WA","Oakland, CA",0,0,2,671,2006-05-01,6519890,4162783,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1281448,SEA,OAK,"Seattle, WA","Oakland, CA",0,0,17,671,2006-02-01,6519890,4162783,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1281820,PHX,OAK,"Phoenix, AZ","Oakland, CA",50,100,1,646,2007-03-01,4175595,4202186,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1281974,GEG,OAK,"Spokane, WA","Oakland, CA",5252,6576,48,723,2007-03-01,456187,4202186,47.6198997497559,-117.533996582031,37.7212982177734,-122.221000671387
1282013,SEA,OAK,"Seattle, WA","Oakland, CA",0,0,1,671,2007-04-01,6614720,4202186,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1282335,SMF,OAK,"Sacramento, CA","Oakland, CA",0,0,1,75,2007-05-01,2075119,4202186,38.6954002380371,-121.591003417969,37.7212982177734,-122.221000671387
1282371,IAD,OAK,"Washington, DC","Oakland, CA",797,966,7,2408,2007-08-01,10626066,4202186,38.94449997,-77.45580292,37.7212982177734,-122.221000671387
1282417,ABQ,OAK,"Albuquerque, NM","Oakland, CA",1962,2740,20,889,2007-09-01,834685,4202186,35.0401992797852,-106.609001159668,37.7212982177734,-122.221000671387
1282613,LAX,OAK,"Los Angeles, CA","Oakland, CA",0,0,6,337,2007-04-01,25385206,4202186,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1282718,PDX,OAK,"Portland, OR","Oakland, CA",9093,13837,101,543,2007-03-01,2163577,4202186,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1282894,ANC,OAK,"Anchorage, AK","Oakland, CA",0,0,1,2016,2007-10-01,360908,4202186,61.1744003295898,-149.996002197266,37.7212982177734,-122.221000671387
1282897,ANC,OAK,"Anchorage, AK","Oakland, CA",0,0,14,2016,2007-04-01,360908,4202186,61.1744003295898,-149.996002197266,37.7212982177734,-122.221000671387
1282908,BWI,OAK,"Baltimore, MD","Oakland, CA",3262,4101,30,2446,2007-03-01,2669702,4202186,39.17539978,-76.66829681,37.7212982177734,-122.221000671387
1283121,PHL,OAK,"Philadelphia, PA","Oakland, CA",0,0,5,2510,2007-12-01,11825356,4202186,39.871898651123,-75.241096496582,37.7212982177734,-122.221000671387
1283161,SLC,OAK,"Salt Lake City, UT","Oakland, CA",0,0,24,588,2007-05-01,1092594,4202186,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1283254,SLC,OAK,"Salt Lake City, UT","Oakland, CA",1850,2549,17,588,2007-04-01,1092594,4202186,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1283546,LAS,OAK,"Las Vegas, NV","Oakland, CA",266,488,4,407,2007-05-01,1838635,4202186,36.08010101,-115.1520004,37.7212982177734,-122.221000671387
1283910,ABQ,OAK,"Albuquerque, NM","Oakland, CA",297,411,3,889,2008-09-01,846582,4260236,35.0401992797852,-106.609001159668,37.7212982177734,-122.221000671387
1283916,ABQ,OAK,"Albuquerque, NM","Oakland, CA",8319,10450,77,889,2008-06-01,846582,4260236,35.0401992797852,-106.609001159668,37.7212982177734,-122.221000671387
1284055,HNL,OAK,"Honolulu, HI","Oakland, CA",6373,7915,30,2409,2008-06-01,902745,4260236,21.3187007904053,-157.921997070312,37.7212982177734,-122.221000671387
1284094,IAH,OAK,"Houston, TX","Oakland, CA",2825,3472,28,1628,2008-02-01,5726705,4260236,29.9843997955322,-95.3414001464844,37.7212982177734,-122.221000671387
1284264,GEG,OAK,"Spokane, WA","Oakland, CA",1614,2329,17,723,2008-03-01,462408,4260236,47.6198997497559,-117.533996582031,37.7212982177734,-122.221000671387
1284275,SEA,OAK,"Seattle, WA","Oakland, CA",6447,9275,59,671,2008-07-01,6713274,4260236,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1284390,PHX,OAK,"Phoenix, AZ","Oakland, CA",0,0,26,646,2008-04-01,4287323,4260236,33.4342994689941,-112.012001037598,37.7212982177734,-122.221000671387
1284471,CAE,OAK,"Columbia, SC","Oakland, CA",0,0,1,2304,2008-09-01,732558,4260236,33.9388008117676,-81.119499206543,37.7212982177734,-122.221000671387
1284805,SLC,OAK,"Salt Lake City, UT","Oakland, CA",0,0,20,588,2008-06-01,1111600,4260236,40.7883987426758,-111.977996826172,37.7212982177734,-122.221000671387
1284872,COS,OAK,"Colorado Springs, CO","Oakland, CA",0,0,2,953,2008-07-01,616975,4260236,38.805801391602,-104.70099639893,37.7212982177734,-122.221000671387
1284907,IND,OAK,"Indianapolis, IN","Oakland, CA",0,0,43,1934,2008-05-01,1720796,4260236,39.7173,-86.294403,37.7212982177734,-122.221000671387
1285075,PDX,OAK,"Portland, OR","Oakland, CA",288,366,3,543,2008-07-01,2203745,4260236,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1285173,ELP,OAK,"El Paso, TX","Oakland, CA",100,137,1,987,2008-11-01,738416,4260236,31.80719948,-106.3779984,37.7212982177734,-122.221000671387
1285409,SEA,OAK,"Seattle, WA","Oakland, CA",5494,7192,58,671,2009-02-01,6815696,4317853,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387
1285460,GEG,OAK,"Spokane, WA","Oakland, CA",4032,4247,31,723,2009-07-01,468684,4317853,47.6198997497559,-117.533996582031,37.7212982177734,-122.221000671387
1285638,HOU,OAK,"Houston, TX","Oakland, CA",6579,8083,59,1642,2009-05-01,5867489,4317853,29.64539909,-95.27890015,37.7212982177734,-122.221000671387
1285760,LAS,OAK,"Las Vegas, NV","Oakland, CA",16557,24514,179,407,2009-01-01,1902834,4317853,36.08010101,-115.1520004,37.7212982177734,-122.221000671387
1285795,LAX,OAK,"Los Angeles, CA","Oakland, CA",0,0,5,337,2009-08-01,25749594,4317853,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1285838,LAX,OAK,"Los Angeles, CA","Oakland, CA",1864,4148,34,337,2009-06-01,25749594,4317853,33.94250107,-118.4079971,37.7212982177734,-122.221000671387
1285923,IAD,OAK,"Washington, DC","Oakland, CA",2786,4200,28,2408,2009-02-01,10952482,4317853,38.94449997,-77.45580292,37.7212982177734,-122.221000671387
1286035,ANC,OAK,"Anchorage, AK","Oakland, CA",0,0,14,2016,2009-03-01,374553,4317853,61.1744003295898,-149.996002197266,37.7212982177734,-122.221000671387
1286052,JFK,OAK,"New York, NY","Oakland, CA",9081,11100,74,2576,2009-11-01,38139592,4317853,40.63980103,-73.77890015,37.7212982177734,-122.221000671387
1286152,PDX,OAK,"Portland, OR","Oakland, CA",393,610,5,543,2009-06-01,2241841,4317853,45.58869934,-122.5979996,37.7212982177734,-122.221000671387
1286241,RNO,OAK,"Reno, NV","Oakland, CA",4511,7672,56,180,2009-08-01,419261,4317853,39.4990997314453,-119.767997741699,37.7212982177734,-122.221000671387
1286245,RNO,OAK,"Reno, NV","Oakland, CA",0,0,21,180,2009-03-01,419261,4317853,39.4990997314453,-119.767997741699,37.7212982177734,-122.221000671387
1286283,FAT,OAK,"Fresno, CA","Oakland, CA",0,0,1,152,2009-05-01,915267,4317853,36.7761993408203,-119.718002319336,37.7212982177734,-122.221000671387
1286321,AFW,OAK,"Dallas, TX","Oakland, CA",0,0,1,1439,2009-04-01,12895230,4317853,32.9875984192,-97.3188018799,37.7212982177734,-122.221000671387
1286601,IAH,MCO,"Houston, TX","Orlando, FL",4798,6171,41,853,1990-12-01,3789490,1239115,29.9843997955322,-95.3414001464844,28.4293994903564,-81.3089981079102
1287044,PHL,MCO,"Philadelphia, PA","Orlando, FL",91,142,1,861,1990-02-01,10881988,1239115,39.871898651123,-75.241096496582,28.4293994903564,-81.3089981079102
1287094,PHL,MCO,"Philadelphia, PA","Orlando, FL",1730,3190,29,861,1990-11-01,10881988,1239115,39.871898651123,-75.241096496582,28.4293994903564,-81.3089981079102
1287181,FLL,MCO,"Fort Lauderdale, FL","Orlando, FL",2094,9362,31,178,1990-01-01,4074690,1239115,26.0725994110107,-80.152702331543,28.4293994903564,-81.3089981079102
1287576,MSY,MCO,"New Orleans, LA","Orlando, FL",2524,5423,29,550,1990-06-01,1263257,1239115,29.9934005737305,-90.2580032348633,28.4293994903564,-81.3089981079102
1287579,MSY,MCO,"New Orleans, LA","Orlando, FL",2962,5423,29,550,1990-03-01,1263257,1239115,29.9934005737305,-90.2580032348633,28.4293994903564,-81.3089981079102
1287810,EWR,MCO,"Newark, NJ","Orlando, FL",4753,6760,52,938,1990-10-01,16868983,1239115,40.6925010681152,-74.168701171875,28.4293994903564,-81.3089981079102
1287825,EWR,MCO,"Newark, NJ","Orlando, FL",2181,3576,24,938,1990-03-01,16868983,1239115,40.6925010681152,-74.168701171875,28.4293994903564,-81.3089981079102
1287941,DFW,MCO,"Dallas, TX","Orlando, FL",4097,6324,31,984,1990-09-01,8019250,1239115,32.896800994873,-97.0380020141602,28.4293994903564,-81.3089981079102
1288077,TPA,MCO,"Tampa, FL","Orlando, FL",90,184,1,80,1990-05-01,2075572,1239115,27.9755001068115,-82.533203125,28.4293994903564,-81.3089981079102
1288276,MIA,MCO,"Miami, FL","Orlando, FL",6783,10293,71,193,1990-10-01,8149380,1239115,25.7931995391846,-80.2906036376953,28.4293994903564,-81.3089981079102
1288377,MKE,MCO,"Milwaukee, WI","Orlando, FL",107,122,1,1066,1990-03-01,1434279,1239115,42.9472007751465,-87.896598815918,28.4293994903564,-81.3089981079102
1288586,MEM,MCO,"Memphis, TN","Orlando, FL",3273,4526,31,683,1990-08-01,1069965,1239115,35.0424003601074,-89.9766998291016,28.4293994903564,-81.3089981079102
1288656,CAE,MCO,"Columbia, SC","Orlando, FL",70,141,1,379,1990-06-01,551126,1239115,33.9388008117676,-81.119499206543,28.4293994903564,-81.3089981079102
1288775,JFK,MCO,"New York, NY","Orlando, FL",7362,8520,60,944,1990-07-01,33737966,1239115,40.63980103,-73.77890015,28.4293994903564,-81.3089981079102
1288875,JFK,MCO,"New York, NY","Orlando, FL",73,115,1,944,1991-03-01,33749684,1274721,40.63980103,-73.77890015,28.4293994903564,-81.3089981079102
1288946,MEM,MCO,"Memphis, TN","Orlando, FL",62,100,1,683,1991-08-01,1080613,1274721,35.0424003601074,-89.9766998291016,28.4293994903564,-81.3089981079102
1288969,CMH,MCO,"Columbus, OH","Orlando, FL",23,108,1,802,1991-05-01,1430345,1274721,39.9980010986328,-82.8918991088867,28.4293994903564,-81.3089981079102
1289624,DTW,MCO,"Detroit, MI","Orlando, FL",602,900,9,957,1991-09-01,8578382,1274721,42.2123985290527,-83.353401184082,28.4293994903564,-81.3089981079102
1289817,PBI,MCO,"West Palm Beach, FL","Orlando, FL",5741,11594,62,142,1991-03-01,4156265,1274721,26.6832008361816,-80.0955963134766,28.4293994903564,-81.3089981079102
1289888,PHL,MCO,"Philadelphia, PA","Orlando, FL",1899,4410,30,861,1991-12-01,10917452,1274721,39.871898651123,-75.241096496582,28.4293994903564,-81.3089981079102
1289911,PHL,MCO,"Philadelphia, PA","Orlando, FL",2774,4526,31,861,1991-07-01,10917452,1274721,39.871898651123,-75.241096496582,28.4293994903564,-81.3089981079102
1290156,STL,MCO,"St. Louis, MO","Orlando, FL",40,100,1,881,1991-05-01,2595543,1274721,38.7486991882324,-90.370002746582,28.4293994903564,-81.3089981079102
1290576,DCA,MCO,"Washington, DC","Orlando, FL",133,224,2,759,1991-12-01,8369110,1274721,38.8521,-77.037697,28.4293994903564,-81.3089981079102
1290738,MIA,MCO,"Miami, FL","Orlando, FL",3931,5218,35,193,1991-07-01,8312530,1274721,25.7931995391846,-80.2906036376953,28.4293994903564,-81.3089981079102
1290835,BOS,MCO,"Boston, MA","Orlando, FL",54,384,3,1121,1991-10-01,8227986,1274721,42.36429977,-71.00520325,28.4293994903564,-81.3089981079102
1290868,TPA,MCO,"Tampa, FL","Orlando, FL",534,4268,22,80,1991-06-01,2098618,1274721,27.9755001068115,-82.533203125,28.4293994903564,-81.3089981079102
1291061,MIA,MCO,"Miami, FL","Orlando, FL",1956,3196,47,193,1991-10-01,8312530,1274721,25.7931995391846,-80.2906036376953,28.4293994903564,-81.3089981079102
1291113,DFW,MCO,"Dallas, TX","Orlando, FL",5906,9358,31,984,1991-05-01,8182938,1274721,32.896800994873,-97.0380020141602,28.4293994903564,-81.3089981079102
1291238,DAY,MCO,"Dayton, OH","Orlando, FL",3679,4526,31,808,1991-03-01,850946,1274721,39.902400970459,-84.2193984985352,28.4293994903564,-81.3089981079102
1291439,EWR,MCO,"Newark, NJ","Orlando, FL",4117,6490,59,938,1992-06-01,16930924,1303224,40.6925010681152,-74.168701171875,28.4293994903564,-81.3089981079102
1291455,DFW,MCO,"Dallas, TX","Orlando, FL",786,900,6,984,1992-06-01,8314270,1303224,32.896800994873,-97.0380020141602,28.4293994903564,-81.3089981079102
1291528,EWR,MCO,"Newark, NJ","Orlando, FL",1198,4440,30,938,1992-05-01,16930924,1303224,40.6925010681152,-74.168701171875,28.4293994903564,-81.3089981079102
1291572,MIA,MCO,"Miami, FL","Orlando, FL",388,736,4,193,1992-06-01,8451688,1303224,25.7931995391846,-80.2906036376953,28.4293994903564,-81.3089981079102
1291595,MIA,MCO,"Miami, FL","Orlando, FL",1233,3926,26,193,1992-07-01,8451688,1303224,25.7931995391846,-80.2906036376953,28.4293994903564,-81.3089981079102
1291649,TPA,MCO,"Tampa, FL","Orlando, FL",19,108,1,80,1992-05-01,2113572,1303224,27.9755001068115,-82.533203125,28.4293994903564,-81.3089981079102
1291829,TPA,MCO,"Tampa, FL","Orlando, FL",112,130,1,80,1992-03-01,2113572,1303224,27.9755001068115,-82.533203125,28.4293994903564,-81.3089981079102
1291834,MIA,MCO,"Miami, FL","Orlando, FL",4135,7808,61,193,1992-01-01,8451688,1303224,25.7931995391846,-80.2906036376953,28.4293994903564,-81.3089981079102
1292335,IAH,MCO,"Houston, TX","Orlando, FL",5369,8064,56,853,1992-02-01,3983375,1303224,29.9843997955322,-95.3414001464844,28.4293994903564,-81.3089981079102
1292466,BDL,MCO,"Hartford, CT","Orlando, FL",1038,3240,30,1050,1992-05-01,1118409,1303224,41.9388999939,-72.6831970215,28.4293994903564,-81.3089981079102
1292529,MEM,MCO,"Memphis, TN","Orlando, FL",2630,3136,28,683,1992-08-01,1090672,1303224,35.0424003601074,-89.9766998291016,28.4293994903564,-81.3089981079102
1292658,CLE,MCO,"Cleveland, OH","Orlando, FL",2569,3317,31,895,1992-07-01,2122597,1303224,41.4117012024,-81.8498001099,28.4293994903564,-81.3089981079102
1292770,LGA,MCO,"New York, NY","Orlando, FL",1922,3386,24,950,1992-12-01,33861848,1303224,40.77719879,-73.87259674,28.4293994903564,-81.3089981079102
1292800,LGA,MCO,"New York, NY","Orlando, FL",6506,9460,86,950,1992-05-01,33861848,1303224,40.77719879,-73.87259674,28.4293994903564,-81.3089981079102
1293067,LAX,MCO,"Los Angeles, CA","Orlando, FL",4090,5828,31,2217,1992-10-01,23010408,1303224,33.94250107,-118.4079971,28.4293994903564,-81.3089981079102
1293112,LAX,MCO,"Los Angeles, CA","Orlando, FL",4693,8232,28,2217,1992-01-01,23010408,1303224,33.94250107,-118.4079971,28.4293994903564,-81.3089981079102
1293318,TLH,MCO,"Tallahassee, FL","Orlando, FL",149,315,5,227,1992-03-01,270767,1303224,30.3964996337891,-84.3503036499023,28.4293994903564,-81.3089981079102
1293741,PBI,MCO,"West Palm Beach, FL","Orlando, FL",143,146,1,142,1992-08-01,4225844,1303224,26.6832008361816,-80.0955963134766,28.4293994903564,-81.3089981079102
1293969,BNA,MCO,"Nashville, TN","Orlando, FL",4011,5820,30,616,1992-05-01,1086033,1303224,36.1245002746582,-86.6781997680664,28.4293994903564,-81.3089981079102
1294096,STL,MCO,"St. Louis, MO","Orlando, FL",7250,8722,65,881,1993-03-01,2616153,1334092,38.7486991882324,-90.370002746582,28.4293994903564,-81.3089981079102
1294185,PIT,MCO,"Pittsburgh, PA","Orlando, FL",1880,5110,35,834,1993-01-01,2478989,1334092,40.49150085,-80.23290253,28.4293994903564,-81.3089981079102
1294332,CMH,MCO,"Columbus, OH","Orlando, FL",3779,7857,60,802,1993-06-01,1469313,1334092,39.9980010986328,-82.8918991088867,28.4293994903564,-81.3089981079102
1294580,BOS,MCO,"Boston, MA","Orlando, FL",846,1210,11,1121,1993-11-01,8260582,1334092,42.36429977,-71.00520325,28.4293994903564,-81.3089981079102
1294624,BOS,MCO,"Boston, MA","Orlando, FL",3635,4588,31,1121,1993-05-01,8260582,1334092,42.36429977,-71.00520325,28.4293994903564,-81.3089981079102
1294873,TPA,MCO,"Tampa, FL","Orlando, FL",757,3381,23,80,1993-06-01,2132804,1334092,27.9755001068115,-82.533203125,28.4293994903564,-81.3089981079102
1295003,DFW,MCO,"Dallas, TX","Orlando, FL",10699,18422,61,984,1993-03-01,8450926,1334092,32.896800994873,-97.0380020141602,28.4293994903564,-81.3089981079102
1295023,DFW,MCO,"Dallas, TX","Orlando, FL",2827,5304,26,984,1993-08-01,8450926,1334092,32.896800994873,-97.0380020141602,28.4293994903564,-81.3089981079102
1295200,DTW,MCO,"Detroit, MI","Orlando, FL",1186,1440,12,957,1993-11-01,8711888,1334092,42.2123985290527,-83.353401184082,28.4293994903564,-81.3089981079102
1295259,ORD,MCO,"Chicago, IL","Orlando, FL",0,0,0,1005,1993-11-01,16876600,1334092,41.97859955,-87.90480042,28.4293994903564,-81.3089981079102
1295285,ATL,MCO,"Atlanta, GA","Orlando, FL",10452,17526,69,403,1993-06-01,3339551,1334092,33.6366996765137,-84.4281005859375,28.4293994903564,-81.3089981079102
1295413,ATL,MCO,"Atlanta, GA","Orlando, FL",147,151,1,403,1993-08-01,3339551,1334092,33.6366996765137,-84.4281005859375,28.4293994903564,-81.3089981079102
1295490,MDW,MCO,"Chicago, IL","Orlando, FL",5171,6934,32,989,1993-04-01,16876600,1334092,41.7859992980957,-87.7524032592773,28.4293994903564,-81.3089981079102
1295607,FLL,MCO,"Fort Lauderdale, FL","Orlando, FL",3587,8456,28,178,1993-03-01,4286215,1334092,26.0725994110107,-80.152702331543,28.4293994903564,-81.3089981079102
1296032,LGA,MCO,"New York, NY","Orlando, FL",4307,5402,37,950,1993-07-01,34026518,1334092,40.77719879,-73.87259674,28.4293994903564,-81.3089981079102
1296056,JFK,MCO,"New York, NY","Orlando, FL",4269,5640,31,944,1993-07-01,34026518,1334092,40.63980103,-73.77890015,28.4293994903564,-81.3089981079102
1296102,LGA,MCO,"New York, NY","Orlando, FL",150,182,1,950,1993-03-01,34026518,1334092,40.77719879,-73.87259674,28.4293994903564,-81.3089981079102
1296444,DCA,MCO,"Washington, DC","Orlando, FL",2266,5248,41,759,1993-07-01,8575206,1334092,38.8521,-77.037697,28.4293994903564,-81.3089981079102
1296475,DCA,MCO,"Washington, DC","Orlando, FL",1798,3132,29,759,1993-05-01,8575206,1334092,38.8521,-77.037697,28.4293994903564,-81.3089981079102
1296557,MCI,MCO,"Kansas City, MO","Orlando, FL",1342,3968,31,1072,1993-10-01,1694575,1334092,39.2976,-94.713898,28.4293994903564,-81.3089981079102
1296694,IND,MCO,"Indianapolis, IN","Orlando, FL",500,868,4,828,1994-10-01,1373471,1363774,39.7173,-86.294403,28.4293994903564,-81.3089981079102
1296698,IND,MCO,"Indianapolis, IN","Orlando, FL",349,392,4,828,1994-04-01,1373471,1363774,39.7173,-86.294403,28.4293994903564,-81.3089981079102
1296707,IND,MCO,"Indianapolis, IN","Orlando, FL",434,440,4,828,1994-03-01,1373471,1363774,39.7173,-86.294403,28.4293994903564,-81.3089981079102
1296712,IND,MCO,"Indianapolis, IN","Orlando, FL",274,724,2,828,1994-05-01,1373471,1363774,39.7173,-86.294403,28.4293994903564,-81.3089981079102
1296770,MSY,MCO,"New Orleans, LA","Orlando, FL",92,182,1,550,1994-11-01,1286646,1363774,29.9934005737305,-90.2580032348633,28.4293994903564,-81.3089981079102
1296904,DCA,MCO,"Washington, DC","Orlando, FL",6662,7936,62,759,1994-04-01,8673930,1363774,38.8521,-77.037697,28.4293994903564,-81.3089981079102
1297292,BOS,MCO,"Boston, MA","Orlando, FL",153,168,1,1121,1994-12-01,8293684,1363774,42.36429977,-71.00520325,28.4293994903564,-81.3089981079102
1297595,BOS,MCO,"Boston, MA","Orlando, FL",71,146,1,1121,1994-09-01,8293684,1363774,42.36429977,-71.00520325,28.4293994903564,-81.3089981079102
1297862,GSO,MCO,"Greensboro, NC","Orlando, FL",1330,2940,30,534,1994-10-01,568423,1363774,36.0978012084961,-79.9373016357422,28.4293994903564,-81.3089981079102
1298182,CMH,MCO,"Columbus, OH","Orlando, FL",2653,3782,31,802,1994-08-01,1484995,1363774,39.9980010986328,-82.8918991088867,28.4293994903564,-81.3089981079102
1298331,JFK,MCO,"New York, NY","Orlando, FL",7039,8990,62,944,1994-10-01,34144436,1363774,40.63980103,-73.77890015,28.4293994903564,-81.3089981079102
1298383,JFK,MCO,"New York, NY","Orlando, FL",2447,3289,23,944,1994-07-01,34144436,1363774,40.63980103,-73.77890015,28.4293994903564,-81.3089981079102
1298418,LGA,MCO,"New York, NY","Orlando, FL",8947,11740,81,950,1994-01-01,34144436,1363774,40.77719879,-73.87259674,28.4293994903564,-81.3089981079102
